ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
10402;Rafa Navarro B;26;70;RB;https://cdn.sofifa.com/players/235/943/20_120.png;https://cdn.sofifa.com/teams/463/60.png;https://cdn.sofifa.com/flags/es.png;"5'8""";141lbs;1900000;Argent
10403;Brais Méndez;23;75;CAM;https://cdn.sofifa.com/players/235/944/20_120.png;https://cdn.sofifa.com/teams/450/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";168lbs;10500000;Or
10404;Marc Roca;23;77;CM;https://cdn.sofifa.com/players/235/945/20_120.png;https://cdn.sofifa.com/teams/452/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";163lbs;11000000;Or
10405;J. Brunetta;23;70;CAM;https://cdn.sofifa.com/players/235/947/20_120.png;https://cdn.sofifa.com/teams/111706/60.png;https://cdn.sofifa.com/flags/ar.png;"5'9""";150lbs;2700000;Argent
10406;Strefezza;23;64;RM;https://cdn.sofifa.com/players/235/949/20_120.png;https://cdn.sofifa.com/teams/112791/60.png;https://cdn.sofifa.com/flags/br.png;"5'6""";139lbs;675000;Argent
10407;F. Barceló;27;67;ST;https://cdn.sofifa.com/players/235/950/20_120.png;https://cdn.sofifa.com/teams/110984/60.png;https://cdn.sofifa.com/flags/uy.png;"5'11""";172lbs;900000;Argent
10408;R. Guitane;21;65;CAM;https://cdn.sofifa.com/players/235/955/20_120.png;https://cdn.sofifa.com/teams/1893/60.png;https://cdn.sofifa.com/flags/fr.png;"5'7""";132lbs;925000;Argent
10409;J. Gaspar B;23;65;RB;https://cdn.sofifa.com/players/235/957/20_120.png;https://cdn.sofifa.com/teams/1805/60.png;https://cdn.sofifa.com/flags/fr.png;"5'8""";128lbs;750000;Argent
10410;G. Goñi;21;57;CB;https://cdn.sofifa.com/players/235/966/20_120.png;https://cdn.sofifa.com/teams/111706/60.png;https://cdn.sofifa.com/flags/ar.png;"6'2""";183lbs;190000;Bronze
10411;Mario González;24;64;RW;https://cdn.sofifa.com/players/235/970/20_120.png;https://cdn.sofifa.com/teams/112516/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";168lbs;600000;Argent
10412;Jannick;21;60;CDM;https://cdn.sofifa.com/players/235/972/20_120.png;https://cdn.sofifa.com/teams/244/60.png;https://cdn.sofifa.com/flags/gq.png;"5'10""";183lbs;450000;Argent
10413;S. Szymański;21;69;CAM;https://cdn.sofifa.com/players/235/973/20_120.png;https://cdn.sofifa.com/teams/1353/60.png;https://cdn.sofifa.com/flags/pl.png;"5'9""";132lbs;1000000;Argent
10414;I. Morales;20;66;ST;https://cdn.sofifa.com/players/235/980/20_120.png;https://cdn.sofifa.com/teams/110980/60.png;https://cdn.sofifa.com/flags/cl.png;"5'11""";168lbs;1000000;Argent
10415;P. Burner;24;73;RWB;https://cdn.sofifa.com/players/235/981/20_120.png;https://cdn.sofifa.com/teams/224/60.png;https://cdn.sofifa.com/flags/fr.png;"5'7""";143lbs;4600000;Argent
10416;Alex Pozo;21;70;RB;https://cdn.sofifa.com/players/235/983/20_120.png;https://cdn.sofifa.com/teams/481/60.png;https://cdn.sofifa.com/flags/es.png;"5'8""";137lbs;2800000;Argent
10417;P. Lima;28;62;CB;https://cdn.sofifa.com/players/235/985/20_120.png;https://cdn.sofifa.com/teams/111006/60.png;https://cdn.sofifa.com/flags/uy.png;"6'0""";161lbs;300000;Argent
10418;I. Gómez;23;72;CDM;https://cdn.sofifa.com/players/235/987/20_120.png;https://cdn.sofifa.com/teams/101083/60.png;https://cdn.sofifa.com/flags/ar.png;"5'6""";132lbs;4900000;Argent
10419;Jacobo;23;63;CAM;https://cdn.sofifa.com/players/235/988/20_120.png;https://cdn.sofifa.com/teams/260/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";154lbs;575000;Argent
10420;N. Briasco;24;66;ST;https://cdn.sofifa.com/players/235/989/20_120.png;https://cdn.sofifa.com/teams/111711/60.png;https://cdn.sofifa.com/flags/am.png;"5'10""";181lbs;925000;Argent
10421;N. Cordero;21;61;ST;https://cdn.sofifa.com/players/235/991/20_120.png;https://cdn.sofifa.com/teams/111711/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";172lbs;500000;Argent
10422;D. Amos;20;59;LB;https://cdn.sofifa.com/players/235/994/20_120.png;https://cdn.sofifa.com/teams/142/60.png;https://cdn.sofifa.com/flags/gb-nir.png;"5'11""";150lbs;240000;Bronze
10423;A. Borkovic;21;65;CB;https://cdn.sofifa.com/players/235/995/20_120.png;https://cdn.sofifa.com/teams/256/60.png;https://cdn.sofifa.com/flags/at.png;"6'0""";163lbs;775000;Argent
10424;N. Moumi Ngamaleu;25;75;LM;https://cdn.sofifa.com/players/235/996/20_120.png;https://cdn.sofifa.com/teams/1395/60.png;https://cdn.sofifa.com/flags/cm.png;"6'0""";163lbs;8000000;Or
10425;Fran Beltrán;21;75;CDM;https://cdn.sofifa.com/players/235/997/20_120.png;https://cdn.sofifa.com/teams/450/60.png;https://cdn.sofifa.com/flags/es.png;"5'7""";146lbs;10000000;Or
10426;L. García;21;63;GK;https://cdn.sofifa.com/players/235/999/20_120.png;https://cdn.sofifa.com/teams/481/60.png;https://cdn.sofifa.com/flags/co.png;"6'3""";179lbs;450000;Argent
10427;Raí;22;63;ST;https://cdn.sofifa.com/players/236/001/20_120.png;https://cdn.sofifa.com/teams/244/60.png;https://cdn.sofifa.com/flags/br.png;"5'6""";141lbs;575000;Argent
10428;E. Barco;21;74;CAM;https://cdn.sofifa.com/players/236/007/20_120.png;https://cdn.sofifa.com/teams/112885/60.png;https://cdn.sofifa.com/flags/ar.png;"5'5""";143lbs;9500000;Argent
10429;B. Morris;20;59;ST;https://cdn.sofifa.com/players/236/008/20_120.png;https://cdn.sofifa.com/teams/94/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";132lbs;275000;Bronze
10430;C. John;20;60;CB;https://cdn.sofifa.com/players/236/009/20_120.png;https://cdn.sofifa.com/teams/142/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";172lbs;425000;Argent
10431;C. Herc;21;65;CAM;https://cdn.sofifa.com/players/236/010/20_120.png;https://cdn.sofifa.com/teams/110468/60.png;https://cdn.sofifa.com/flags/sk.png;"6'1""";161lbs;925000;Argent
10432;M. Gibbs-White;20;71;CAM;https://cdn.sofifa.com/players/236/015/20_120.png;https://cdn.sofifa.com/teams/1960/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";154lbs;4200000;Argent
10433;C. González;23;66;CB;https://cdn.sofifa.com/players/236/020/20_120.png;https://cdn.sofifa.com/teams/110580/60.png;https://cdn.sofifa.com/flags/uy.png;"6'0""";176lbs;850000;Argent
10434;B. Levis;26;60;LWB;https://cdn.sofifa.com/players/236/023/20_120.png;https://cdn.sofifa.com/teams/101112/60.png;https://cdn.sofifa.com/flags/ca.png;"5'8""";154lbs;220000;Argent
10435;F. N'Goma;27;67;LM;https://cdn.sofifa.com/players/236/024/20_120.png;https://cdn.sofifa.com/teams/378/60.png;https://cdn.sofifa.com/flags/fr.png;"5'9""";152lbs;800000;Argent
10436;H. Smith;25;62;ST;https://cdn.sofifa.com/players/236/025/20_120.png;https://cdn.sofifa.com/teams/1930/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'5""";187lbs;400000;Argent
10437;J. Brown B;22;60;RB;https://cdn.sofifa.com/players/236/027/20_120.png;https://cdn.sofifa.com/teams/97/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";174lbs;300000;Argent
10438;Javi Díaz;23;65;GK;https://cdn.sofifa.com/players/236/028/20_120.png;https://cdn.sofifa.com/teams/481/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";165lbs;675000;Argent
10439;C. Cockerill-Mollett;21;60;LB;https://cdn.sofifa.com/players/236/029/20_120.png;https://cdn.sofifa.com/teams/1803/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";154lbs;300000;Argent
10440;Dani Cárdenas;23;63;GK;https://cdn.sofifa.com/players/236/033/20_120.png;https://cdn.sofifa.com/teams/1853/60.png;https://cdn.sofifa.com/flags/es.png;"6'1""";176lbs;475000;Argent
10441;P. Clement;24;67;CAM;https://cdn.sofifa.com/players/236/037/20_120.png;https://cdn.sofifa.com/teams/1914/60.png;https://cdn.sofifa.com/flags/nl.png;"5'10""";148lbs;1000000;Argent
10442;K. Duncan;22;65;RB;https://cdn.sofifa.com/players/236/038/20_120.png;https://cdn.sofifa.com/teams/689/60.png;https://cdn.sofifa.com/flags/us.png;"5'10""";150lbs;750000;Argent
10443;D. Batty;22;67;CDM;https://cdn.sofifa.com/players/236/043/20_120.png;https://cdn.sofifa.com/teams/1952/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";161lbs;1100000;Argent
10444;Reinildo;26;73;LB;https://cdn.sofifa.com/players/236/045/20_120.png;https://cdn.sofifa.com/teams/65/60.png;https://cdn.sofifa.com/flags/mz.png;"5'11""";161lbs;4300000;Argent
10445;I. Zlobin;23;70;GK;https://cdn.sofifa.com/players/236/046/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/ru.png;"6'3""";185lbs;2300000;Argent
10446;João Bardinho;24;72;LB;https://cdn.sofifa.com/players/236/071/20_120.png;https://cdn.sofifa.com/teams/517/60.png;https://cdn.sofifa.com/flags/br.png;"5'10""";157lbs;2900000;Argent
10447;Marlion Simões;28;73;LB;https://cdn.sofifa.com/players/236/076/20_120.png;https://cdn.sofifa.com/teams/111059/60.png;https://cdn.sofifa.com/flags/br.png;"5'11""";165lbs;3400000;Argent
10448;Estevão Baldeiro;24;74;CB;https://cdn.sofifa.com/players/236/108/20_120.png;https://cdn.sofifa.com/teams/1043/60.png;https://cdn.sofifa.com/flags/br.png;"6'1""";187lbs;5500000;Argent
10449;Douglas Armeira;28;74;RB;https://cdn.sofifa.com/players/236/112/20_120.png;https://cdn.sofifa.com/teams/111044/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";163lbs;4800000;Argent
10450;Elton Coengo;20;67;CM;https://cdn.sofifa.com/players/236/144/20_120.png;https://cdn.sofifa.com/teams/115199/60.png;https://cdn.sofifa.com/flags/br.png;"5'11""";165lbs;825000;Argent
10451;Martin Cordeia;24;70;CAM;https://cdn.sofifa.com/players/236/164/20_120.png;https://cdn.sofifa.com/teams/1048/60.png;https://cdn.sofifa.com/flags/br.png;"5'11""";168lbs;2000000;Argent
10452;Ever Rodeiro;24;65;CAM;https://cdn.sofifa.com/players/236/166/20_120.png;https://cdn.sofifa.com/teams/517/60.png;https://cdn.sofifa.com/flags/br.png;"5'8""";157lbs;600000;Argent
10453;Freddy Cardouso;20;67;CAM;https://cdn.sofifa.com/players/236/167/20_120.png;https://cdn.sofifa.com/teams/112119/60.png;https://cdn.sofifa.com/flags/br.png;"5'8""";154lbs;850000;Argent
10454;Venanzio Meirás;19;67;CAM;https://cdn.sofifa.com/players/236/194/20_120.png;https://cdn.sofifa.com/teams/112476/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";170lbs;825000;Argent
10455;Hélton Carvalhal;28;61;ST;https://cdn.sofifa.com/players/236/197/20_120.png;https://cdn.sofifa.com/teams/111059/60.png;https://cdn.sofifa.com/flags/br.png;"6'2""";181lbs;250000;Argent
10456;D. Hume;21;65;LWB;https://cdn.sofifa.com/players/236/209/20_120.png;https://cdn.sofifa.com/teams/106/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";157lbs;850000;Argent
10457;D. Vorobyev;19;60;ST;https://cdn.sofifa.com/players/236/210/18_120.png;https://cdn.sofifa.com/teams/112218/60.png;https://cdn.sofifa.com/flags/ru.png;"6'0""";174lbs;350000;Argent
10458;D. Diaw;27;70;ST;https://cdn.sofifa.com/players/236/213/20_120.png;https://cdn.sofifa.com/teams/111993/60.png;https://cdn.sofifa.com/flags/it.png;"6'3""";168lbs;1900000;Argent
10459;P. Neumann;22;68;CB;https://cdn.sofifa.com/players/236/217/20_120.png;https://cdn.sofifa.com/teams/576/60.png;https://cdn.sofifa.com/flags/de.png;"6'4""";181lbs;1100000;Argent
10460;D. Brašanac;28;76;CM;https://cdn.sofifa.com/players/236/221/20_120.png;https://cdn.sofifa.com/teams/479/60.png;https://cdn.sofifa.com/flags/rs.png;"5'10""";161lbs;7500000;Or
10461;A. Whiteman;21;63;GK;https://cdn.sofifa.com/players/236/239/20_120.png;https://cdn.sofifa.com/teams/18/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";185lbs;500000;Argent
10462;G. Viscarra;27;62;GK;https://cdn.sofifa.com/players/236/241/20_120.png;https://cdn.sofifa.com/teams/110968/60.png;https://cdn.sofifa.com/flags/bo.png;"6'3""";176lbs;250000;Argent
10463;D. Wayar;26;64;CDM;https://cdn.sofifa.com/players/236/242/20_120.png;https://cdn.sofifa.com/teams/111451/60.png;https://cdn.sofifa.com/flags/bo.png;"5'7""";146lbs;1000000;Argent
10464;T. Sibbick;21;65;RB;https://cdn.sofifa.com/players/236/244/20_120.png;https://cdn.sofifa.com/teams/682/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";152lbs;750000;Argent
10465;A. Elis;24;75;ST;https://cdn.sofifa.com/players/236/245/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/hn.png;"5'11""";170lbs;9000000;Or
10466;O. Ejaria;22;73;CAM;https://cdn.sofifa.com/players/236/246/20_120.png;https://cdn.sofifa.com/teams/1793/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'1""";163lbs;6000000;Argent
10467;H. Kane;20;67;CAM;https://cdn.sofifa.com/players/236/247/20_120.png;https://cdn.sofifa.com/teams/1952/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'8""";148lbs;1200000;Argent
10468;B. Woodburn;20;66;CAM;https://cdn.sofifa.com/players/236/248/20_120.png;https://cdn.sofifa.com/teams/9/60.png;https://cdn.sofifa.com/flags/gb-wls.png;"5'9""";159lbs;1400000;Argent
10469;F. Rodríguez Valla;30;70;LM;https://cdn.sofifa.com/players/236/251/20_120.png;https://cdn.sofifa.com/teams/111707/60.png;https://cdn.sofifa.com/flags/uy.png;"5'11""";154lbs;1700000;Argent
10470;S. Peña;24;73;CAM;https://cdn.sofifa.com/players/236/259/20_120.png;https://cdn.sofifa.com/teams/100628/60.png;https://cdn.sofifa.com/flags/pe.png;"5'10""";152lbs;5000000;Argent
10471;A. Santamaría;28;67;CB;https://cdn.sofifa.com/players/236/260/20_120.png;https://cdn.sofifa.com/teams/111108/60.png;https://cdn.sofifa.com/flags/pe.png;"6'0""";176lbs;775000;Argent
10472;V. Peña;32;66;RM;https://cdn.sofifa.com/players/236/263/20_120.png;https://cdn.sofifa.com/teams/114511/60.png;https://cdn.sofifa.com/flags/pe.png;"5'5""";150lbs;500000;Argent
10473;P. Aquino;25;73;CDM;https://cdn.sofifa.com/players/236/264/20_120.png;https://cdn.sofifa.com/teams/111108/60.png;https://cdn.sofifa.com/flags/pe.png;"5'9""";157lbs;4700000;Argent
10474;D. Aimar;25;70;CB;https://cdn.sofifa.com/players/236/267/20_120.png;https://cdn.sofifa.com/teams/110981/60.png;https://cdn.sofifa.com/flags/ec.png;"6'0""";176lbs;2200000;Argent
10475;P. Velasco;27;67;RB;https://cdn.sofifa.com/players/236/268/20_120.png;https://cdn.sofifa.com/teams/110981/60.png;https://cdn.sofifa.com/flags/ec.png;"5'8""";148lbs;750000;Argent
10476;A. Danjuma Groeneveld;23;75;RM;https://cdn.sofifa.com/players/236/276/20_120.png;https://cdn.sofifa.com/teams/1943/60.png;https://cdn.sofifa.com/flags/nl.png;"5'10""";176lbs;9000000;Or
10477;I. Conté;24;65;CB;https://cdn.sofifa.com/players/236/279/20_120.png;https://cdn.sofifa.com/teams/1813/60.png;https://cdn.sofifa.com/flags/gn.png;"6'3""";181lbs;650000;Argent
10478;J. Mascia;26;64;ST;https://cdn.sofifa.com/players/236/282/20_120.png;https://cdn.sofifa.com/teams/114024/60.png;https://cdn.sofifa.com/flags/uy.png;"6'2""";170lbs;550000;Argent
10479;N. Ibáñez;25;70;ST;https://cdn.sofifa.com/players/236/287/20_120.png;https://cdn.sofifa.com/teams/112678/60.png;https://cdn.sofifa.com/flags/ar.png;"5'10""";168lbs;2300000;Argent
10480;I. Mathew;22;69;RM;https://cdn.sofifa.com/players/236/288/20_120.png;https://cdn.sofifa.com/teams/299/60.png;https://cdn.sofifa.com/flags/ng.png;"5'8""";154lbs;1600000;Argent
10481;G. Cuomo;22;57;CB;https://cdn.sofifa.com/players/236/292/20_120.png;https://cdn.sofifa.com/teams/110734/60.png;https://cdn.sofifa.com/flags/it.png;"6'3""";174lbs;180000;Bronze
10482;Aarón;23;75;LWB;https://cdn.sofifa.com/players/236/295/20_120.png;https://cdn.sofifa.com/teams/169/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";150lbs;7500000;Or
10483;M. Cortés;23;61;LM;https://cdn.sofifa.com/players/236/297/20_120.png;https://cdn.sofifa.com/teams/101103/60.png;https://cdn.sofifa.com/flags/co.png;"5'8""";146lbs;400000;Argent
10484;E. Atuesta;23;73;CM;https://cdn.sofifa.com/players/236/298/20_120.png;https://cdn.sofifa.com/teams/112996/60.png;https://cdn.sofifa.com/flags/co.png;"5'11""";157lbs;5500000;Argent
10485;Koke Vegas;24;70;GK;https://cdn.sofifa.com/players/236/301/20_120.png;https://cdn.sofifa.com/teams/1853/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";194lbs;1800000;Argent
10486;Josema;24;66;CB;https://cdn.sofifa.com/players/236/304/20_120.png;https://cdn.sofifa.com/teams/468/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";179lbs;825000;Argent
10487;R. Marchizza;22;68;CB;https://cdn.sofifa.com/players/236/308/20_120.png;https://cdn.sofifa.com/teams/110741/60.png;https://cdn.sofifa.com/flags/it.png;"6'1""";176lbs;1200000;Argent
10488;S. Hart;22;63;LB;https://cdn.sofifa.com/players/236/310/20_120.png;https://cdn.sofifa.com/teams/127/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";154lbs;500000;Argent
10489;M. Rog;24;75;CAM;https://cdn.sofifa.com/players/236/311/20_120.png;https://cdn.sofifa.com/teams/1842/60.png;https://cdn.sofifa.com/flags/hr.png;"5'11""";161lbs;8500000;Or
10490;A. Jones;22;63;CB;https://cdn.sofifa.com/players/236/315/20_120.png;https://cdn.sofifa.com/teams/1952/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";154lbs;550000;Argent
10491;Y. Valery;21;72;RWB;https://cdn.sofifa.com/players/236/316/20_120.png;https://cdn.sofifa.com/teams/17/60.png;https://cdn.sofifa.com/flags/fr.png;"5'11""";187lbs;4600000;Argent
10492;T. O'Connor;21;62;CDM;https://cdn.sofifa.com/players/236/319/20_120.png;https://cdn.sofifa.com/teams/1802/60.png;https://cdn.sofifa.com/flags/ie.png;"5'11""";154lbs;500000;Argent
10493;D. N'Lundulu;21;59;ST;https://cdn.sofifa.com/players/236/321/20_120.png;https://cdn.sofifa.com/teams/17/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";165lbs;275000;Bronze
10494;J. Vokins;20;62;LWB;https://cdn.sofifa.com/players/236/325/20_120.png;https://cdn.sofifa.com/teams/17/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";154lbs;625000;Argent
10495;E. Cabaco;25;74;CB;https://cdn.sofifa.com/players/236/331/20_120.png;https://cdn.sofifa.com/teams/1860/60.png;https://cdn.sofifa.com/flags/uy.png;"6'1""";165lbs;6500000;Argent
10496;J. Turner;21;54;GK;https://cdn.sofifa.com/players/236/337/20_120.png;https://cdn.sofifa.com/teams/357/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'4""";181lbs;130000;Bronze
10497;N. Messiniti;24;63;ST;https://cdn.sofifa.com/players/236/341/20_120.png;https://cdn.sofifa.com/teams/110093/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";176lbs;525000;Argent
10498;N. Mileusnić;26;64;LW;https://cdn.sofifa.com/players/236/342/20_120.png;https://cdn.sofifa.com/teams/111393/60.png;https://cdn.sofifa.com/flags/au.png;"5'11""";157lbs;475000;Argent
10499;J. Molumby;20;67;CM;https://cdn.sofifa.com/players/236/344/20_120.png;https://cdn.sofifa.com/teams/1808/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";141lbs;1300000;Argent
10500;S. Atakayi;20;60;RM;https://cdn.sofifa.com/players/236/348/20_120.png;https://cdn.sofifa.com/teams/86/60.png;https://cdn.sofifa.com/flags/fi.png;"5'7""";143lbs;450000;Argent
10501;R. González;24;65;RWB;https://cdn.sofifa.com/players/236/351/20_120.png;https://cdn.sofifa.com/teams/112535/60.png;https://cdn.sofifa.com/flags/cl.png;"5'9""";165lbs;750000;Argent
10502;Luiz Felipe;23;77;CB;https://cdn.sofifa.com/players/236/355/20_120.png;https://cdn.sofifa.com/teams/46/60.png;https://cdn.sofifa.com/flags/br.png;"6'2""";176lbs;12000000;Or
10503;K. Flanagan;19;58;CAM;https://cdn.sofifa.com/players/236/358/20_120.png;https://cdn.sofifa.com/teams/1799/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";159lbs;275000;Bronze
10504;D. Watts;23;60;CAM;https://cdn.sofifa.com/players/236/364/20_120.png;https://cdn.sofifa.com/teams/306/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";150lbs;325000;Argent
10505;C. Wood;23;66;LWB;https://cdn.sofifa.com/players/236/365/20_120.png;https://cdn.sofifa.com/teams/1804/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";172lbs;800000;Argent
10506;K. Mohammed;24;69;CB;https://cdn.sofifa.com/players/236/367/20_120.png;https://cdn.sofifa.com/teams/101047/60.png;https://cdn.sofifa.com/flags/gh.png;"6'0""";168lbs;1300000;Argent
10507;G. Maggiore;22;67;CM;https://cdn.sofifa.com/players/236/368/20_120.png;https://cdn.sofifa.com/teams/110741/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";152lbs;1300000;Argent
10508;C. Zesiger;22;67;CB;https://cdn.sofifa.com/players/236/369/20_120.png;https://cdn.sofifa.com/teams/900/60.png;https://cdn.sofifa.com/flags/ch.png;"6'4""";198lbs;1400000;Argent
10509;D. Wright;22;58;CDM;https://cdn.sofifa.com/players/236/375/20_120.png;https://cdn.sofifa.com/teams/1935/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";152lbs;160000;Bronze
10510;E. Obi;19;57;CB;https://cdn.sofifa.com/players/236/377/20_120.png;https://cdn.sofifa.com/teams/1917/60.png;https://cdn.sofifa.com/flags/ng.png;"6'5""";192lbs;210000;Bronze
10511;A. Plizzari;19;66;GK;https://cdn.sofifa.com/players/236/378/20_120.png;https://cdn.sofifa.com/teams/1844/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";161lbs;1200000;Argent
10512;M. Olivera;28;71;LB;https://cdn.sofifa.com/players/236/382/20_120.png;https://cdn.sofifa.com/teams/113134/60.png;https://cdn.sofifa.com/flags/uy.png;"5'11""";176lbs;2000000;Argent
10513;J. Garrick;21;62;RM;https://cdn.sofifa.com/players/236/388/20_120.png;https://cdn.sofifa.com/teams/1960/60.png;https://cdn.sofifa.com/flags/jm.png;"6'0""";172lbs;525000;Argent
10514;Pol Valentín B;23;67;RB;https://cdn.sofifa.com/players/236/390/20_120.png;https://cdn.sofifa.com/teams/110065/60.png;https://cdn.sofifa.com/flags/es.png;"5'11""";161lbs;950000;Argent
